group;id;chrom;nSNP;from;to;lengthBps
Navajo-Churro;H15;2;93;243302892;248799264;5496372
Navajo-Churro;H15;10;35;42210604;44929212;2718608
Navajo-Churro;H15;10;272;52844259;70187303;17343044
Navajo-Churro;H15;10;128;71426400;78520137;7093737
Navajo-Churro;H15;10;31;82888777;84360979;1472202
Navajo-Churro;H15;24;16;25614223;26759068;1144845
Navajo-Churro;H24;2;16;46045582;47312229;1266647
Navajo-Churro;H24;2;19;144500078;145444039;943961
Navajo-Churro;H24;2;19;175418941;176765339;1346398
Navajo-Churro;H24;2;15;189470005;190239376;769371
Navajo-Churro;H24;2;19;242532287;243365308;833021
Navajo-Churro;H24;24;19;20442734;21878624;1435890
Navajo-Churro;H8;2;15;1426911;2157185;730274
Navajo-Churro;H8;2;15;80376822;80942245;565423
Navajo-Churro;H8;2;17;103778735;104876321;1097586
Navajo-Churro;H8;2;26;108235636;109487038;1251402
Navajo-Churro;H8;2;22;129537914;130831021;1293107
Navajo-Churro;H8;2;22;148479250;149505811;1026561
Navajo-Churro;H8;2;16;218592494;219933911;1341417
Navajo-Churro;H8;10;27;11027862;12600289;1572427
Navajo-Churro;H8;10;20;23604001;24527613;923612
Navajo-Churro;H8;10;73;25827394;29806294;3978900
Navajo-Churro;H8;10;18;39026371;40071898;1045527
Navajo-Churro;H8;24;58;5384735;8556294;3171559
Jacobs;H16;2;16;10266961;10887825;620864
Jacobs;H16;2;23;14914968;16096373;1181405
Jacobs;H16;2;16;18584559;19145768;561209
Jacobs;H16;2;35;39411236;41597285;2186049
Jacobs;H16;2;29;53415584;54744188;1328604
Jacobs;H16;2;74;58078003;61921092;3843089
Jacobs;H16;2;127;67597692;75042274;7444582
Jacobs;H16;2;138;75745623;82706925;6961302
Jacobs;H16;2;38;84069275;86380895;2311620
Jacobs;H16;2;44;91063757;93513090;2449333
Jacobs;H16;2;64;117702396;121330712;3628316
Jacobs;H16;2;16;122096448;123432784;1336336
Jacobs;H16;2;16;133402369;134244380;842011
Jacobs;H16;2;17;140158515;141007423;848908
Jacobs;H16;2;48;211611196;215251657;3640461
Jacobs;H16;2;52;215844761;220852308;5007547
Jacobs;H16;2;20;226617529;227734587;1117058
Jacobs;H16;2;23;231170715;232414241;1243526
Jacobs;H16;2;29;238940445;240477448;1537003
Jacobs;H16;10;16;2277631;2953668;676037
Jacobs;H16;10;20;21273163;22285343;1012180
Jacobs;H16;10;27;32773769;34079745;1305976
Jacobs;H16;10;173;34175819;45845544;11669725
Jacobs;H16;10;17;50699349;51490237;790888
Jacobs;H16;10;39;56546501;59143370;2596869
Jacobs;H16;10;88;71426400;76428043;5001643
Jacobs;H16;10;35;77939102;79746530;1807428
Jacobs;H16;24;17;5621749;6468168;846419
Jacobs;H16;24;69;16351007;22222030;5871023
Navajo-Churro;H25;2;25;9735180;10807181;1072001
Navajo-Churro;H25;2;26;21334859;22784701;1449842
Navajo-Churro;H25;2;22;34303557;35330121;1026564
Navajo-Churro;H25;2;39;52050037;54047306;1997269
Navajo-Churro;H25;2;17;80304321;80942245;637924
Navajo-Churro;H25;2;17;110228019;111172962;944943
Navajo-Churro;H25;2;17;209719454;210626872;907418
Navajo-Churro;H25;2;16;230439460;231340317;900857
Navajo-Churro;H25;10;47;25827394;28438915;2611521
Navajo-Churro;H25;10;33;28502457;30129111;1626654
Navajo-Churro;H25;10;15;32818994;33668510;849516
Navajo-Churro;H25;10;19;42731359;44495989;1764630
Navajo-Churro;H25;10;15;74681400;75468830;787430
Jacobs;H64;2;38;985851;2877210;1891359
Jacobs;H64;2;27;11979482;13473852;1494370
Jacobs;H64;2;21;25850068;27209958;1359890
Jacobs;H64;2;32;38506443;40269973;1763530
Jacobs;H64;2;16;53991275;54669270;677995
Jacobs;H64;2;81;70802060;75644823;4842763
Jacobs;H64;2;48;76843058;79120023;2276965
Jacobs;H64;2;135;80262318;87816239;7553921
Jacobs;H64;2;38;87879884;90395737;2515853
Jacobs;H64;2;15;94981400;95731895;750495
Jacobs;H64;2;21;96254860;97513382;1258522
Jacobs;H64;2;72;100147522;103910743;3763221
Jacobs;H64;2;25;131165894;132323750;1157856
Jacobs;H64;2;18;140104951;141007423;902472
Jacobs;H64;2;37;142250151;144457580;2207429
Jacobs;H64;2;40;165546958;167736523;2189565
Jacobs;H64;2;42;169088679;171585407;2496728
Jacobs;H64;2;27;198217868;199498132;1280264
Jacobs;H64;2;88;199606841;204064678;4457837
Jacobs;H64;2;51;211611196;215368972;3757776
Jacobs;H64;2;33;216032030;219694019;3661989
Jacobs;H64;2;37;241748973;244066362;2317389
Jacobs;H64;10;36;1413129;4075086;2661957
Jacobs;H64;10;49;5450092;9318987;3868895
Jacobs;H64;10;19;23068659;24187107;1118448
Jacobs;H64;10;126;25943893;32637918;6694025
Jacobs;H64;10;28;36883392;39457465;2574073
Jacobs;H64;10;27;83807586;85263429;1455843
Jacobs;H64;24;76;12722014;17996334;5274320
Jacobs;H64;24;25;33397677;34666650;1268973
Jacobs;H62;2;22;4835268;6003251;1167983
Jacobs;H62;2;27;8180894;9735180;1554286
Jacobs;H62;2;134;15581003;22664271;7083268
Jacobs;H62;2;72;67387676;71671999;4284323
Jacobs;H62;2;49;86164251;88553200;2388949
Jacobs;H62;2;47;131727936;133748186;2020250
Jacobs;H62;2;15;134667278;135391568;724290
Jacobs;H62;2;137;179521559;188204145;8682586
Jacobs;H62;10;65;15018558;18737350;3718792
Jacobs;H62;10;17;19096234;20012837;916603
Jacobs;H62;10;388;26003809;48804938;22801129
Jacobs;H62;10;44;75314642;77507372;2192730
Jacobs;H62;24;73;12181694;17307132;5125438
Jacobs;H62;24;16;24925070;25961188;1036118
Jacobs;H62;24;23;28037384;29475441;1438057
Navajo-Churro;H63;2;17;110228019;111172962;944943
Navajo-Churro;H63;10;15;15018558;16034194;1015636
Navajo-Churro;H63;10;16;37243595;39072962;1829367
Navajo-Churro;H63;24;16;26068027;27620251;1552224
Jacobs;H118;2;23;20046763;21080059;1033296
Jacobs;H118;2;16;32268777;33138364;869587
Jacobs;H118;2;18;35582012;36544130;962118
Jacobs;H118;2;99;51529698;56556228;5026530
Jacobs;H118;2;45;79017511;81273844;2256333
Jacobs;H118;2;53;83214641;86380895;3166254
Jacobs;H118;2;233;102804384;118180362;15375978
Jacobs;H118;2;15;122301320;123494681;1193361
Jacobs;H118;2;36;133402369;135446006;2043637
Jacobs;H118;2;45;140158515;142506224;2347709
Jacobs;H118;2;22;178119127;179673400;1554273
Jacobs;H118;2;32;187856073;189839836;1983763
Jacobs;H118;2;26;189930696;191228738;1298042
Jacobs;H118;2;24;199110298;200554450;1444152
Jacobs;H118;2;27;203942104;205403175;1461071
Jacobs;H118;2;18;211611196;212749665;1138469
Jacobs;H118;2;70;215774413;221534982;5760569
Jacobs;H118;2;71;222552458;226044848;3492390
Jacobs;H118;2;72;233461442;237221424;3759982
Jacobs;H118;10;41;5450092;8904686;3454594
Jacobs;H118;10;54;20540068;23445044;2904976
Jacobs;H118;10;401;29276560;52459290;23182730
Jacobs;H118;10;23;52768972;54375509;1606537
Jacobs;H118;10;30;68694545;70187303;1492758
Jacobs;H118;10;31;81173709;82687218;1513509
Jacobs;H118;24;15;26493858;27739247;1245389
Jacobs;H119;2;109;158066;6092514;5934448
Jacobs;H119;2;30;13307050;14827510;1520460
Jacobs;H119;2;73;15581003;19404154;3823151
Jacobs;H119;2;86;29409606;34303557;4893951
Jacobs;H119;2;82;40790032;45739882;4949850
Jacobs;H119;2;97;58791324;63837976;5046652
Jacobs;H119;2;173;65962375;76411172;10448797
Jacobs;H119;2;39;80376822;82013700;1636878
Jacobs;H119;2;17;122060498;123432784;1372286
Jacobs;H119;2;16;134194138;135063522;869384
Jacobs;H119;2;28;162689295;164188754;1499459
Jacobs;H119;2;15;232591652;233589543;997891
Jacobs;H119;2;30;241748973;243449101;1700128
Jacobs;H119;10;19;10108612;11027862;919250
Jacobs;H119;10;38;15018558;17138817;2120259
Jacobs;H119;10;145;23213276;30849548;7636272
Jacobs;H119;10;277;35566480;52388827;16822347
Jacobs;H119;10;21;55319894;56773821;1453927
Jacobs;H119;10;45;71426400;74261215;2834815
Jacobs;H119;10;20;77556267;78599973;1043706
Jacobs;H119;10;20;79416539;80465758;1049219
Jacobs;H119;10;31;82994149;84537988;1543839
Jacobs;H120;2;86;29409606;34303557;4893951
Jacobs;H120;2;82;40790032;45739882;4949850
Jacobs;H120;2;41;58791324;60993141;2201817
Jacobs;H120;2;55;61036097;63837976;2801879
Jacobs;H120;2;252;65962375;80343267;14380892
Jacobs;H120;2;36;81968762;84368094;2399332
Jacobs;H120;2;16;94981400;95965733;984333
Jacobs;H120;2;16;115340878;116108127;767249
Jacobs;H120;2;15;116784013;117464089;680076
Jacobs;H120;2;17;122060498;123432784;1372286
Jacobs;H120;2;20;128843993;129602869;758876
Jacobs;H120;2;37;131397735;132967710;1569975
Jacobs;H120;2;34;141007423;142709866;1702443
Jacobs;H120;2;28;162689295;164188754;1499459
Jacobs;H120;2;15;232591652;233589543;997891
Jacobs;H120;2;21;241748973;243005095;1256122
Jacobs;H120;2;20;246478010;247455331;977321
Jacobs;H120;10;100;1413129;8904686;7491557
Jacobs;H120;10;38;15018558;17138817;2120259
Jacobs;H120;10;145;23213276;30849548;7636272
Jacobs;H120;10;132;36353216;45845544;9492328
Jacobs;H120;10;21;55319894;56773821;1453927
Jacobs;H120;10;45;71426400;74261215;2834815
Jacobs;H120;10;20;77556267;78599973;1043706
Jacobs;H120;10;20;79416539;80465758;1049219
Jacobs;H121;2;15;4370486;5039528;669042
Jacobs;H121;2;19;6625835;7490500;864665
Jacobs;H121;2;51;19038121;21756019;2717898
Jacobs;H121;2;28;29960448;31388914;1428466
Jacobs;H121;2;26;49646230;51384849;1738619
Jacobs;H121;2;17;69626926;70721438;1094512
Jacobs;H121;2;30;79298450;80904183;1605733
Jacobs;H121;2;53;82507056;85956091;3449035
Jacobs;H121;2;40;88147512;90977972;2830460
Jacobs;H121;2;34;91063757;93102704;2038947
Jacobs;H121;2;27;93217367;94609125;1391758
Jacobs;H121;2;20;107171359;107911874;740515
Jacobs;H121;2;16;108309773;108954373;644600
Jacobs;H121;2;19;121796989;123432784;1635795
Jacobs;H121;2;16;131793590;132391474;597884
Jacobs;H121;2;23;136632758;137832529;1199771
Jacobs;H121;2;15;156555652;157252102;696450
Jacobs;H121;2;22;198495174;199498132;1002958
Jacobs;H121;2;26;200554450;201951137;1396687
Jacobs;H121;2;121;223908949;230323317;6414368
Jacobs;H121;2;15;235225978;235723972;497994
Jacobs;H121;10;133;29353089;36277638;6924549
Jacobs;H121;10;275;36353216;53005874;16652658
Jacobs;H121;10;45;71426400;74261215;2834815
Jacobs;H121;10;41;74924462;76973287;2048825
Jacobs;H121;10;39;77210348;79213622;2003274
Jacobs;H121;24;71;23828331;29155367;5327036
Jacobs;H122;2;75;985851;4697573;3711722
Jacobs;H122;2;24;14359717;15388156;1028439
Jacobs;H122;2;48;26664802;30026978;3362176
Jacobs;H122;2;63;54240741;57495366;3254625
Jacobs;H122;2;105;70548455;76783372;6234917
Jacobs;H122;2;38;84069275;86380895;2311620
Jacobs;H122;2;15;110083416;110941391;857975
Jacobs;H122;2;19;121796989;123432784;1635795
Jacobs;H122;2;24;127390949;128843993;1453044
Jacobs;H122;2;19;130606432;131649580;1043148
Jacobs;H122;2;21;132841528;133748186;906658
Jacobs;H122;2;16;215498705;217457102;1958397
Jacobs;H122;2;42;217890987;220955491;3064504
Jacobs;H122;2;45;221773273;224027318;2254045
Jacobs;H122;2;15;232591652;233589543;997891
Jacobs;H122;10;375;29353089;51490237;22137148
Jacobs;H122;10;21;51591083;52388827;797744
Jacobs;H122;10;26;53098812;54824597;1725785
Jacobs;H122;10;117;55075006;62050961;6975955
Jacobs;H122;10;21;63706057;65063529;1357472
Jacobs;H122;10;23;65269159;66264886;995727
Jacobs;H122;10;35;66447438;68575459;2128021
Jacobs;H122;10;109;71426400;77507372;6080972
Jacobs;H122;10;49;77939102;80465758;2526656
Jacobs;H122;10;18;80545891;81456858;910967
Jacobs;H122;10;22;81504664;82590071;1085407
Jacobs;H122;10;28;84100127;85627106;1526979
Jacobs;H122;24;45;5874652;8314969;2440317
Jacobs;H122;24;67;24106007;29155367;5049360
Jacobs;H123;2;15;56556228;57307599;751371
Jacobs;H123;2;17;114224745;115476148;1251403
Jacobs;H123;2;17;122060498;123432784;1372286
Jacobs;H123;2;65;151148561;155126465;3977904
Jacobs;H123;2;20;168933988;170000512;1066524
Jacobs;H123;2;33;208020229;209765359;1745130
Jacobs;H123;2;78;209830001;214228529;4398528
Jacobs;H123;2;16;215498705;217457102;1958397
Jacobs;H123;10;23;16338178;17481523;1143345
Jacobs;H123;10;17;31509560;32637918;1128358
Jacobs;H123;10;28;36883392;39457465;2574073
Jacobs;H123;10;18;40149974;40971187;821213
Jacobs;H123;10;32;47287047;48775457;1488410
Jacobs;H123;10;18;48900679;49680970;780291
Jacobs;H123;10;25;57351221;59236641;1885420
Jacobs;H123;10;35;59298205;61065661;1767456
Jacobs;H123;24;44;11076801;14492312;3415511
Jacobs;H124;2;45;16487040;18878677;2391637
Jacobs;H124;2;21;26100485;27311358;1210873
Jacobs;H124;2;47;49646230;52641482;2995252
Jacobs;H124;2;61;52714676;55758208;3043532
Jacobs;H124;2;31;55908488;57376604;1468116
Jacobs;H124;2;38;57495366;59112309;1616943
Jacobs;H124;2;33;80904183;82633584;1729401
Jacobs;H124;2;20;92213984;93451281;1237297
Jacobs;H124;2;26;94894157;96439757;1545600
Jacobs;H124;2;25;101985195;103407822;1422627
Jacobs;H124;2;32;116500683;118365256;1864573
Jacobs;H124;2;118;118497369;125164918;6667549
Jacobs;H124;2;36;125261082;126802631;1541549
Jacobs;H124;2;33;129537914;131584922;2047008
Jacobs;H124;2;20;131649580;132391474;741894
Jacobs;H124;2;33;142863809;144672338;1808529
Jacobs;H124;2;60;157252102;161172554;3920452
Jacobs;H124;2;30;161335278;162572509;1237231
Jacobs;H124;2;15;205305554;206180550;874996
Jacobs;H124;2;132;208232368;217457102;9224734
Jacobs;H124;2;34;238041313;239775862;1734549
Jacobs;H124;10;22;10577223;11853718;1276495
Jacobs;H124;10;27;16196817;17481523;1284706
Jacobs;H124;10;32;21682188;23289566;1607378
Jacobs;H124;10;62;25943893;29353089;3409196
Jacobs;H124;10;29;41802553;44171258;2368705
Jacobs;H124;10;18;48900679;49680970;780291
Jacobs;H124;10;21;51591083;52388827;797744
Jacobs;H124;10;23;52768972;54375509;1606537
Jacobs;H125;2;22;44760451;45959888;1199437
Jacobs;H125;2;17;73046724;73926990;880266
Jacobs;H125;2;41;84069275;86582074;2512799
Jacobs;H125;2;20;107171359;107911874;740515
Jacobs;H125;2;16;108309773;108954373;644600
Jacobs;H125;2;19;121796989;123432784;1635795
Jacobs;H125;2;24;149768329;151200968;1432639
Jacobs;H125;2;36;162689295;164516447;1827152
Jacobs;H125;2;27;189117884;190643587;1525703
Jacobs;H125;2;34;200160117;202088645;1928528
Jacobs;H125;2;40;219357404;221633575;2276171
Jacobs;H125;2;121;223908949;230323317;6414368
Jacobs;H125;10;100;1413129;8904686;7491557
Jacobs;H125;10;630;15018558;51490237;36471679
Jacobs;H125;10;114;51591083;58074623;6483540
Jacobs;H125;10;25;58143024;60035034;1892010
Jacobs;H125;10;45;71426400;74261215;2834815
Jacobs;H125;10;40;76069138;78140084;2070946
Jacobs;H125;10;43;84100127;86415081;2314954
Jacobs;H125;24;37;26493858;29343449;2849591
Jacobs;H125;24;18;30412150;31568788;1156638
Jacobs;H126;2;89;46598180;52218919;5620739
Jacobs;H126;2;18;53670410;54386685;716275
Jacobs;H126;2;70;80811295;84891847;4080552
Jacobs;H126;2;18;86266274;87138916;872642
Jacobs;H126;2;15;110083416;110941391;857975
Jacobs;H126;2;19;121796989;123432784;1635795
Jacobs;H126;2;34;133402369;135337045;1934676
Jacobs;H126;2;108;170058634;176450447;6391813
Jacobs;H126;2;85;186306661;191228738;4922077
Jacobs;H126;2;18;211611196;212749665;1138469
Jacobs;H126;2;22;213790888;215641893;1851005
Jacobs;H126;2;56;217890987;221534982;3643995
Jacobs;H126;2;33;222552458;224027318;1474860
Jacobs;H126;2;27;230439460;231931202;1491742
Jacobs;H126;10;49;10108612;13015377;2906765
Jacobs;H126;10;43;15018558;17388048;2369490
Jacobs;H126;10;22;22454477;23604001;1149524
Jacobs;H126;10;87;27989538;32391424;4401886
Jacobs;H126;10;18;36448017;37738237;1290220
Jacobs;H126;10;20;38727795;40071898;1344103
Jacobs;H126;10;30;68694545;70187303;1492758
Jacobs;H126;10;109;71426400;77507372;6080972
Jacobs;H126;10;65;77939102;81277340;3338238
Jacobs;H126;10;20;84100127;85263429;1163302
Jacobs;H126;24;40;29155367;31943864;2788497
Jacobs;H126;24;29;39603557;42027686;2424129
Jacobs;H127;2;30;4431496;5798140;1366644
Jacobs;H127;2;38;31712060;33959555;2247495
Jacobs;H127;2;16;45686718;46598180;911462
Jacobs;H127;2;45;54240741;56556228;2315487
Jacobs;H127;2;19;72875158;73926990;1051832
Jacobs;H127;2;30;79298450;80904183;1605733
Jacobs;H127;2;99;82507056;88172646;5665590
Jacobs;H127;2;20;107171359;107911874;740515
Jacobs;H127;2;16;108309773;108954373;644600
Jacobs;H127;2;19;121796989;123432784;1635795
Jacobs;H127;2;98;144342270;149720801;5378531
Jacobs;H127;2;108;170058634;176450447;6391813
Jacobs;H127;2;18;211611196;212749665;1138469
Jacobs;H127;2;22;213790888;215641893;1851005
Jacobs;H127;2;56;217890987;221534982;3643995
Jacobs;H127;2;33;222552458;224027318;1474860
Jacobs;H127;2;27;230439460;231931202;1491742
Jacobs;H127;2;27;238041313;239325418;1284105
Jacobs;H127;10;49;10108612;13015377;2906765
Jacobs;H127;10;43;15018558;17388048;2369490
Jacobs;H127;10;22;22454477;23604001;1149524
Jacobs;H127;10;95;27989538;32818994;4829456
Jacobs;H127;10;18;36448017;37738237;1290220
Jacobs;H127;10;20;38727795;40071898;1344103
Jacobs;H127;10;48;49876303;52388827;2512524
Jacobs;H127;10;30;68694545;70187303;1492758
Jacobs;H127;10;45;71426400;74261215;2834815
Jacobs;H127;10;35;82994149;84741018;1746869
Jacobs;H127;24;40;29155367;31943864;2788497
Jacobs;H127;24;24;39603557;41034970;1431413
Jacobs;H128;2;30;4431496;5798140;1366644
Jacobs;H128;2;38;31712060;33959555;2247495
Jacobs;H128;2;69;52266474;55758208;3491734
Jacobs;H128;2;70;55908488;59112309;3203821
Jacobs;H128;2;91;69626926;75042274;5415348
Jacobs;H128;2;112;75192672;80904183;5711511
Jacobs;H128;2;24;86266274;87415354;1149080
Jacobs;H128;2;15;110083416;110941391;857975
Jacobs;H128;2;16;122096448;123432784;1336336
Jacobs;H128;2;22;133402369;134770618;1368249
Jacobs;H128;2;20;168933988;170000512;1066524
Jacobs;H128;2;40;219357404;221633575;2276171
Jacobs;H128;2;96;223908949;229023952;5115003
Jacobs;H128;2;27;230439460;231931202;1491742
Jacobs;H128;2;44;238041313;240409281;2367968
Jacobs;H128;10;100;1413129;8904686;7491557
Jacobs;H128;10;43;15018558;17388048;2369490
Jacobs;H128;10;201;32773769;45845544;13071775
Jacobs;H128;10;39;52284660;54623451;2338791
Jacobs;H128;10;45;71426400;74261215;2834815
Jacobs;H128;10;35;82994149;84741018;1746869
Jacobs;H128;24;19;4116377;5433186;1316809
Jacobs;H128;24;80;25523363;31359697;5836334
Jacobs;H129;2;190;34376030;46219946;11843916
Jacobs;H129;2;16;53991275;54669270;677995
Jacobs;H129;2;15;56556228;57307599;751371
Jacobs;H129;2;1236;75799552;147821995;72022443
Jacobs;H129;2;367;148274554;169129216;20854662
Jacobs;H129;2;72;181909538;186224877;4315339
Jacobs;H129;2;16;215498705;217457102;1958397
Jacobs;H129;2;390;226569909;248799264;22229355
Jacobs;H129;10;40;24378713;26350351;1971638
Jacobs;H129;10;17;31509560;32637918;1128358
Jacobs;H129;10;132;36353216;45845544;9492328
Jacobs;H129;10;21;55319894;56773821;1453927
Jacobs;H129;10;165;60005994;70187303;10181309
Jacobs;H129;10;106;71426400;77276861;5850461
Jacobs;H129;10;43;82225985;84537988;2312003
Jacobs;H129;24;17;11076801;12387404;1310603
Jacobs;H129;24;41;19946691;23418622;3471931
Jacobs;H130;2;36;1248985;2877210;1628225
Jacobs;H130;2;79;54240741;58102980;3862239
Jacobs;H130;2;20;65402955;66543498;1140543
Jacobs;H130;2;18;66858417;67763382;904965
Jacobs;H130;2;30;75674121;77293547;1619426
Jacobs;H130;2;30;79298450;80904183;1605733
Jacobs;H130;2;99;82507056;88172646;5665590
Jacobs;H130;2;15;110083416;110941391;857975
Jacobs;H130;2;19;121796989;123432784;1635795
Jacobs;H130;2;34;133402369;135337045;1934676
Jacobs;H130;2;19;142863809;143918492;1054683
Jacobs;H130;2;24;162513140;163845372;1332232
Jacobs;H130;2;17;165399749;166231789;832040
Jacobs;H130;2;101;170563260;176450447;5887187
Jacobs;H130;2;18;211611196;212749665;1138469
Jacobs;H130;2;22;213790888;215641893;1851005
Jacobs;H130;2;45;218592494;221534982;2942488
Jacobs;H130;2;33;222552458;224027318;1474860
Jacobs;H130;2;83;225936196;230323317;4387121
Jacobs;H130;10;65;15018558;18737350;3718792
Jacobs;H130;10;17;19096234;20012837;916603
Jacobs;H130;10;201;32773769;45845544;13071775
Jacobs;H130;10;25;52284660;53838664;1554004
Jacobs;H130;10;45;71426400;74261215;2834815
Jacobs;H130;10;44;82994149;85263429;2269280
Jacobs;H130;24;40;29155367;31943864;2788497
Jacobs;H130;24;29;39603557;42027686;2424129
Jacobs;H131;2;16;10266961;10887825;620864
Jacobs;H131;2;57;31362675;34615665;3252990
Jacobs;H131;2;18;44538846;45357951;819105
Jacobs;H131;2;24;124443428;125352833;909405
Jacobs;H131;2;23;138618372;139800218;1181846
Jacobs;H131;2;15;139846639;140560157;713518
Jacobs;H131;2;36;184760567;187131720;2371153
Jacobs;H131;2;31;193318025;195245620;1927595
Jacobs;H131;2;20;195890936;197093416;1202480
Jacobs;H131;2;39;199432096;201797379;2365283
Jacobs;H131;2;48;211611196;215251657;3640461
Jacobs;H131;2;22;215844761;218418759;2573998
Jacobs;H131;2;30;241748973;243449101;1700128
Jacobs;H131;2;29;247005105;248799264;1794159
Jacobs;H131;10;67;29276560;32637918;3361358
Jacobs;H131;10;17;37182784;39072962;1890178
Jacobs;H131;10;18;40149974;40971187;821213
Jacobs;H131;10;21;47662790;48552870;890080
Jacobs;H131;10;35;82994149;84741018;1746869
Jacobs;H131;24;17;12550566;13767641;1217075
Jacobs;H131;24;25;32984246;34176391;1192145
Jacobs;H131;24;24;36425274;38125663;1700389
Jacobs;H132;2;170;26664802;36871168;10206366
Jacobs;H132;2;77;36971592;42499181;5527589
Jacobs;H132;2;409;54240741;76627899;22387158
Jacobs;H132;2;16;79000514;80032995;1032481
Jacobs;H132;2;38;84069275;86380895;2311620
Jacobs;H132;2;16;115340878;116108127;767249
Jacobs;H132;2;15;116784013;117464089;680076
Jacobs;H132;2;17;122060498;123432784;1372286
Jacobs;H132;2;37;126802631;128843993;2041362
Jacobs;H132;2;19;130606432;131649580;1043148
Jacobs;H132;2;21;132841528;133748186;906658
Jacobs;H132;2;28;162689295;164188754;1499459
Jacobs;H132;2;33;204702992;206382108;1679116
Jacobs;H132;2;95;207575434;212749665;5174231
Jacobs;H132;2;37;213505877;217457102;3951225
Jacobs;H132;2;15;220083076;220955491;872415
Jacobs;H132;10;83;10202679;14924805;4722126
Jacobs;H132;10;27;32818994;34175819;1356825
Jacobs;H132;10;16;36637311;37738237;1100926
Jacobs;H132;10;31;41802553;44430609;2628056
Jacobs;H132;10;72;74131332;77844952;3713620
Jacobs;H132;24;43;96467;3580800;3484333
Jacobs;H132;24;15;15637488;16892562;1255074
Jacobs;H132;24;16;31556086;32390507;834421
Jacobs;H133;2;56;158066;3489649;3331583
Jacobs;H133;2;182;15281005;24839164;9558159
Jacobs;H133;2;66;45658202;49646230;3988028
Jacobs;H133;2;32;51824098;53366034;1541936
Jacobs;H133;2;58;68216266;71671999;3455733
Jacobs;H133;2;56;95731895;99427585;3695690
Jacobs;H133;2;21;114411448;115743360;1331912
Jacobs;H133;2;15;116108127;117115355;1007228
Jacobs;H133;2;39;133402369;135536214;2133845
Jacobs;H133;2;70;140104951;143918492;3813541
Jacobs;H133;2;39;147759341;149609364;1850023
Jacobs;H133;2;161;179799000;189839836;10040836
Jacobs;H133;2;60;189930696;192989350;3058654
Jacobs;H133;2;55;193433380;197093416;3660036
Jacobs;H133;2;134;207040648;215251657;8211009
Jacobs;H133;2;35;215844761;219694019;3849258
Jacobs;H133;2;18;220083076;221078667;995591
Jacobs;H133;10;40;14573661;16929716;2356055
Jacobs;H133;10;18;36448017;37738237;1290220
Jacobs;H133;10;20;38727795;40071898;1344103
Jacobs;H133;24;20;11127323;12722014;1594691
Jacobs;H133;24;68;27928201;32390507;4462306
Jacobs;H133;24;20;33313461;34176391;862930
Jacobs;H133;24;72;36425274;42027686;5602412
Jacobs;H134;2;25;25563222;27209958;1646736
Jacobs;H134;2;16;53991275;54669270;677995
Jacobs;H134;2;105;70548455;76783372;6234917
Jacobs;H134;2;16;94981400;95965733;984333
Jacobs;H134;2;16;115340878;116108127;767249
Jacobs;H134;2;15;116784013;117464089;680076
Jacobs;H134;2;17;122060498;123432784;1372286
Jacobs;H134;2;84;128843993;132967710;4123717
Jacobs;H134;2;22;171171929;172311083;1139154
Jacobs;H134;2;602;179521559;214228529;34706970
Jacobs;H134;2;16;215498705;217457102;1958397
Jacobs;H134;2;15;220083076;220955491;872415
Jacobs;H134;2;29;238940445;240477448;1537003
Jacobs;H134;10;103;16338178;22285343;5947165
Jacobs;H134;10;31;41802553;44430609;2628056
Jacobs;H134;10;28;48397749;49680970;1283221
Jacobs;H134;10;16;67609179;68694545;1085366
Jacobs;H134;10;21;84029946;85263429;1233483
Jacobs;H134;24;23;203039;2191707;1988668
Jacobs;H134;24;34;26493858;29155367;2661509
Jacobs;H135;2;45;54240741;56556228;2315487
Jacobs;H135;2;39;80376822;82013700;1636878
Jacobs;H135;2;21;84580673;85875802;1295129
Jacobs;H135;2;17;100951258;101600940;649682
Jacobs;H135;2;18;116203332;117295185;1091853
Jacobs;H135;2;19;122060498;123494681;1434183
Jacobs;H135;2;15;135590631;136512593;921962
Jacobs;H135;2;40;147759341;149666645;1907304
Jacobs;H135;2;65;151148561;155126465;3977904
Jacobs;H135;2;39;172699752;175124550;2424798
Jacobs;H135;2;70;199432096;203129937;3697841
Jacobs;H135;2;44;203219228;205454966;2235738
Jacobs;H135;10;25;6551668;8904686;2353018
Jacobs;H135;10;16;18930071;19700851;770780
Jacobs;H135;10;195;22376804;32637918;10261114
Jacobs;H135;10;38;36883392;40071898;3188506
Jacobs;H135;10;116;40149974;47487991;7338017
Jacobs;H135;10;39;47662790;49310196;1647406
Jacobs;H135;10;78;73436454;77142109;3705655
Jacobs;H135;24;24;5232180;6526499;1294319
Jacobs;H135;24;72;11076801;16077497;5000696
Jacobs;H135;24;75;18056244;24493823;6437579
Jacobs;H135;24;61;31953567;36076909;4123342
Jacobs;H136;2;541;158066;30485387;30327321
Jacobs;H136;2;555;30589213;62416830;31827617
Jacobs;H136;2;17;91333600;92162531;828931
Jacobs;H136;2;44;99302002;101521231;2219229
Jacobs;H136;2;24;113897647;115665643;1767996
Jacobs;H136;2;17;122060498;123432784;1372286
Jacobs;H136;2;65;151148561;155126465;3977904
Jacobs;H136;2;72;181909538;186224877;4315339
Jacobs;H136;2;84;244066362;248799264;4732902
Jacobs;H136;10;116;1413129;9736034;8322905
Jacobs;H136;10;66;10922307;14856146;3933839
